Venue,Category,Latitude,Longitude,Neighborhood,ZIP
David H Koch Theater,Music Venue,40.771835,-73.983659,Lincoln Square,10023
Alice Tully Hall,Music Venue,40.773485,-73.9825,Lincoln Square,10023
New York City Opera,Concert Hall,40.771782,-73.983613,Lincoln Square,10023
David Geffen Hall,Concert Hall,40.772771,-73.982953,Lincoln Square,10023
Elinor Bunin Munroe Film Center,Drive-in Theater,40.773459,-73.98346,Lincoln Square,10023
Big Apple Circus,Arts and Entertainment,40.772613,-73.982816,Lincoln Square,10023
AMC Loews Lincoln Square 13,Movie Theater,40.775177,-73.981823,Lincoln Square,10023
The Metropolitan Opera Stage Door,Opera House,40.773398,-73.98573,Lincoln Square,10023
Peter Jay Sharp Theatre,Concert Hall,40.773833,-73.983606,Lincoln Square,10023
David Rubenstein Atrium at Lincoln Center,Music Venue,40.771104,-73.982756,Hell's Kitchen,10023
The Chris Gethard Show,Comedy Club,40.771255,-73.989142,Lincoln Square,10019
Stanley Kaplan Penthouse,Music Venue,40.772631,-73.984171,Lincoln Square,10023
Merkin Concert Hall,Concert Hall,40.775201,-73.982917,Lincoln Square,10023
Bruno Walter Auditorium,Concert Hall,40.773851,-73.984962,Lincoln Square,10023
American Folk Art Museum,Museum,40.77324,-73.981573,Hell's Kitchen,10023
Rose Building,Performing Arts Venue,40.774624,-73.984293,Lincoln Square,10023
Manhattan Movement & Arts Center,Art Gallery,40.771629,-73.989288,Lincoln Square,10023
New York Philharmonic Digital Archives,Art Gallery,40.77414,-73.98423,Lincoln Square,10023
Furman Gallery Bergman Tree,Art Gallery,40.77414,-73.98423,Lincoln Square,10023
Metropolitan Opera Guild,Arts and Entertainment,40.774398,-73.984781,Lincoln Square,10023
Talk Cinema at Lincoln Center,Indie Movie Theater,40.773881,-73.983827,Lincoln Square,10023
MetOpera Tech Department,Opera House,40.772432,-73.985518,Lincoln Square,10023
Chamber Music Society of Lncln,Comedy Club,40.772834,-73.982649,Lincoln Square,10023
Juilliard Jazz,Concert Hall,40.773677,-73.983382,Lincoln Square,10023
Scope NY,Art Gallery,40.772413,-73.98425,Lincoln Square,10023
Travelers Patron Lounge,Theater,40.772122,-73.983772,Lincoln Square,10023
The Green,Public Art,40.772314,-73.983392,Lincoln Square,10023
Starr Theater,Concert Hall,40.773588,-73.982679,Lincoln Square,10023
Rosemary And Meredith Willson Theater At The Juilliard School,Performing Arts Venue,40.773425,-73.982716,Lincoln Square,10023
New York City Opera,Opera House,40.771979,-73.983301,Lincoln Square,10023
Rubylee Productions & K Bryant Voice Studio,Arts and Entertainment,40.775928,-73.983994,Lincoln Square,10023
Dante Statue,Public Art,40.771485,-73.98264,Hell's Kitchen,10023
Josh’s Lincoln Square House Of Musical Theatre,Theater,40.771976,-73.982441,Hell's Kitchen,10023
A Class Act NY,Music Venue,40.770972,-73.987645,San Juan Hill,10023
Barbie: The Dream Closet at Lincoln Center,Arts and Entertainment,40.770998,-73.982665,Hell's Kitchen,10023
Arthur Ross Architecture Gallery,Art Gallery,40.770861,-73.987728,San Juan Hill,10023
Arbor,Public Art,40.770977,-73.989437,Lincoln Square,10019
Wade Maxx Art Gallery,Art Gallery,40.775221,-73.980164,Lincoln Square,10023
The Anya and Andrew Shiva Gallery & President's Gallery,Art Gallery,40.771658,-73.990207,Lincoln Square,10019
South Pacific New York,Music Venue,40.773496,-73.984117,Lincoln Square,10023
Metropolitan Opera House,Music Venue,40.772782,-73.98457,Lincoln Square,10023
Rose Theater at Lincoln Center,Music Venue,40.773778,-73.983648,Lincoln Square,10023
Playwrights Horizons,Music Venue,40.758668,-73.993585,Hell's Kitchen,10036
Stage 42,Music Venue,40.758714,-73.993892,Hell's Kitchen,10036
The Westside Theater,Indie Theater,40.75935,-73.992765,Hell's Kitchen,10036
Voices of Gotham,Concert Hall,40.75725,-73.99414,Hell's Kitchen,10018
Rudy's Bar & Grill,Night Club,40.760014,-73.991715,Hell's Kitchen,10036
Theater Row,Theater,40.758483,-73.993488,Hell's Kitchen,10036
Peter Jay Sharp Theater,Indie Theater,40.758666,-73.993672,Hell's Kitchen,10036
DBL/ Dive Bar Lounge,Bowling Alley,40.762717,-73.993526,Clinton,10036
Actors Connection,Concert Hall,40.759976,-73.991146,Hell's Kitchen,10036
Theatre Row Studios,Music Venue,40.758402,-73.993443,Hell's Kitchen,10036
Penthouse Executive Club,Night Club,40.762946,-73.99703,Clinton,10036
Rosewood Theatre,Night Club,40.757856,-73.999669,Hell's Kitchen,10018
Kirk Theatre,Concert Hall,40.758402,-73.993443,Hell's Kitchen,10036
Signature Studio Theatre,Arts and Entertainment,40.759213,-73.995397,Hell's Kitchen,10036
42West,Comedy Club,40.759774,-73.996599,Hell's Kitchen,10036
Signature Cafe and Bar,Music Venue,40.759325,-73.995227,Hell's Kitchen,10036
The Romulus Linney Courtyard Theatre,Music Venue,40.759273,-73.995181,Hell's Kitchen,10036
Le Scandal Burlesque,Strip Club,40.758513,-73.99336,Hell's Kitchen,10036
Club ACE,Night Club,40.75709,-73.99409,Hell's Kitchen,10018
Affirmation Arts,Art Gallery,40.757178,-73.998812,Hell's Kitchen,10018
The New York Medium,Psychics and Astrologers,40.757839,-73.992329,Garment District,10036
Filmlab,Arts and Entertainment,40.761531,-73.999464,Hell's Kitchen,10036
Cityvox,Concert Hall,40.759808,-73.991358,Hell's Kitchen,10036
Concerts Under The Stars,Music Venue,40.75585,-73.998546,Hell's Kitchen,10018
Medialia Gallery,Art Gallery,40.755496,-73.993154,Garment District,10018
COMFORT WOMEN - A New Musical,Music Venue,40.761478,-73.991467,Hell's Kitchen,10036
42WESTny,Music Venue,40.759627,-73.996646,Hell's Kitchen,10036
The Pershing Square Signature Center,Indie Theater,40.759325,-73.995227,Hell's Kitchen,10036
Raw Space,Music Venue,40.760521,-73.996891,Hell's Kitchen,10036
American Lyric Theater Center,Arts and Entertainment,40.758458,-73.993402,Hell's Kitchen,10036
H.K. Hells Kitchen,Music Venue,40.756817,-73.994211,Hell's Kitchen,10018
The Producers Club Sonnet Theater New York,Theater,40.759427,-73.991474,Hell's Kitchen,10036
St Lukes Chamber Ensemble,Music Venue,40.757642,-73.991622,Hell's Kitchen,10036
Access Talent,Music Venue,40.760081,-73.991237,Hell's Kitchen,10036
Diva Jazz Band,Jazz and Blues Venue,40.761505,-74.000424,Hell's Kitchen,10036
A Queen for a Day,Ticket Seller,40.761579,-73.991733,Hell's Kitchen,10036
Stage Light Magazine,Arts and Entertainment,40.755098,-73.9979,Hell's Kitchen,10001
The Peccadillo Theater Company,Arts and Entertainment,40.761478,-73.991467,Hell's Kitchen,10036
Mass,Arts and Entertainment,40.755954,-73.992211,Garment District,10018
Belasco Theatre,Music Venue,40.756616,-73.983675,Midtown,10036
The Lionel Pincus and Princess Firyal Map Division,Art Gallery,40.753482,-73.981849,Midtown,10018
Hudson Theatre,Movie Theater,40.756969,-73.984606,Midtown,10036
Stephen Sondheim Theatre,Music Venue,40.755831,-73.98478,Midtown,10036
Le Carrousel in Bryant Park,Amusement Park,40.753483,-73.983814,Flatiron,10036
Town Hall,Music Venue,40.756056,-73.984439,Midtown,10036
The Raines Law Room at The William,Music Venue,40.750556,-73.980293,East Side,10016
Lyceum Theatre,Music Venue,40.757742,-73.984608,Midtown,10036
Harold and Miriam Steinberg Center For Theatre,Concert Hall,40.757775,-73.982715,Midtown,10036
Web3 Gallery,Art Gallery,40.753975,-73.980719,Midtown,10036
Manhattan Repertory Theatre,Theater,40.755956,-73.980154,Midtown,10036
Capa in Color - Museum of the International Center of Photography,Art Gallery,40.75602,-73.983783,Midtown,10036
Chashama,Art Gallery,40.756681,-73.983284,Midtown,10036
Mike Ruckles Voice Studio,Concert Hall,40.756864,-73.980496,Midtown,10036
Sapphire 39 Gentlemen's Club,Strip Club,40.751978,-73.983581,Flatiron,10018
Nebula,Night Club,40.754948,-73.985954,Midtown,10036
The Escape Game New York City,Arts and Entertainment,40.751924,-73.979604,East Side,10017
Site Safety,Amusement Park,40.751653,-73.983655,Flatiron,10018
Condé Nast Cafeteria,Museum,40.756289,-73.985803,Midtown,10036
Kenektid X Gallery,Art Gallery,40.752631,-73.985397,Garment District,10018
Grand Central Audio Tour,Arts and Entertainment,40.752636,-73.977185,East Side,10017
Continental Guest Services,Ticket Seller,40.757137,-73.98636,Midtown,10036
MTV The Seven Studio,Night Club,40.758193,-73.985222,Midtown,10036
17th Floor Studio,Concert Hall,40.757631,-73.986074,Midtown,10036
Hunkamania Male Strip Clubs,Strip Club,40.751825,-73.983269,Flatiron,10018
Friends of Bezalel Academy,Art Gallery,40.753242,-73.980747,Midtown,10017
Entertainment 360 New York,Arts and Entertainment,40.755644,-73.979705,Midtown,10036
Theatermania,Ticket Seller,40.756539,-73.982536,Midtown,10036
New York Center for the Strange,Psychics and Astrologers,40.755773,-73.978924,Midtown,10017
Elite Bureau Club,Strip Club,40.753825,-73.978643,East Side,10173
World Fashion Parade,Arts and Entertainment,40.75304,-73.984234,Flatiron,10018
360Tixx,Ticket Seller,40.75304,-73.984234,Flatiron,10018
Madam Tussauds NYC,Arts and Entertainment,40.752034,-73.981463,East Side,10016
Circle in the Square Theatre,Music Venue,40.755823,-73.984993,Midtown,10036
Source of Life Conference Center,Arts and Entertainment,40.751944,-73.982837,Garment District,10018
Art Loss Register,Art Gallery,40.755373,-73.977773,East Side,10017
Savagemania Male Strip Show,Night Club,40.751973,-73.983511,Flatiron,10018
Catherine Angiel's Gallery,Art Gallery,40.756964,-73.978796,Midtown,10036
Jewel Diamond Corporation,Arts and Entertainment,40.757016,-73.978842,Midtown,10036
Club 88,Night Club,40.751717,-73.983265,Flatiron,10018
Black Box Theatre,Music Venue,40.757771,-73.98289,Midtown,10036
Hariyama Ballet New York,Arts and Entertainment,40.752537,-73.984869,Garment District,10018
Art Collectors Gallery,Art Gallery,40.751818,-73.979512,East Side,10017
Christine Kubis,Music Venue,40.751469,-73.98046,East Side,10016
Broadway Roulette,Ticket Seller,40.755039,-73.986147,Midtown,10018
Arcieri & Assoc,Arts and Entertainment,40.751144,-73.981692,East Side,10016
The Cartoon Bank,Arts and Entertainment,40.7546,-73.986392,Garment District,10018
Fully Committed on Broadway,Music Venue,40.757673,-73.984503,Midtown,10036
New York Jazz Academy,Arts and Entertainment,40.758262,-73.983929,Midtown,10036
2Guystickets,Ticket Seller,40.755017,-73.986932,Midtown,10018
The Morgan Library and Museum,Museum,40.749238,-73.981526,East Side,10016
The Raines Law Room at The William,Music Venue,40.750556,-73.980293,East Side,10016
Union League Club,Night Club,40.748937,-73.980317,East Side,10016
Vr World NYC,Amusement Park,40.748031,-73.983907,East Side,10016
The Cutting Room,Music Venue,40.745848,-73.982817,East Side,10016
Romanian Cultural Institute,History Museum,40.747922,-73.975953,East Side,10016
The Little Prince Exhibition,Art Gallery,40.74934,-73.981381,East Side,10016
1st Dibbs NYDC,Art Gallery,40.745696,-73.980452,East Side,10016
Cipriani 42nd Street,Music Venue,40.751673,-73.976886,East Side,10017
Think Big Statue,Public Art,40.744935,-73.976667,East Side,10016
The Escape Game New York City,Arts and Entertainment,40.751924,-73.979604,East Side,10017
Thrillerfest,Arts and Entertainment,40.751798,-73.976279,East Side,10170
The Chris Gethard Show,Comedy Club,40.749995,-73.98311,East Side,10016
chashama - Office,Art Gallery,40.750944,-73.973931,East Side,10017
Grand Central Audio Tour,Arts and Entertainment,40.752636,-73.977185,East Side,10017
Opus 3 Artists,Arts and Entertainment,40.745527,-73.982717,East Side,10016
Rare View Rooftop at the Shelbourne Hotel,Arts and Entertainment,40.748462,-73.97794,East Side,10016
Visiting Art Therapy,Art Gallery,40.748115,-73.9788,East Side,10016
McPhillamyTarot,Psychics and Astrologers,40.747144,-73.978762,East Side,10016
Scandinavia House: The Nordic Center in America,Museum,40.749322,-73.980026,East Side,10016
Shotgun Productions,Music Venue,40.746684,-73.977827,East Side,10016
Central Park-Loeb Boathouse/Bethesda Fountain,Music Venue,40.749873,-73.979611,East Side,10016
Henry Ford Museum,Museum,40.750169,-73.976652,East Side,10017
Om from India,Art Gallery,40.745637,-73.97665,East Side,10016
Terence McInerney Fine Arts,Art Gallery,40.750145,-73.981543,East Side,10016
HLK Art Group,Art Gallery,40.750145,-73.981543,East Side,10016
Jeannie Reed Psychic,Psychics and Astrologers,40.746789,-73.981936,East Side,10016
Guy Regal Decorative Arts,Art Gallery,40.745584,-73.980623,East Side,10016
Presentations Gallery,Art Gallery,40.745584,-73.980623,East Side,10016
American Friends of the Israel Philharmonic Orchestra,Music Venue,40.751359,-73.976524,East Side,10168
Folksbiene Yiddish Theatre,Arts and Entertainment,40.74678,-73.982285,East Side,10016
Lfl Productions & Ladanorama,Arts and Entertainment,40.744904,-73.977801,East Side,10016
Verge Art Fair at the Dylan Hotel,Arts and Entertainment,40.751718,-73.979246,East Side,10017
Christine Kubis,Music Venue,40.751469,-73.98046,East Side,10016
Art Collectors Gallery,Art Gallery,40.751818,-73.979512,East Side,10017
AGNES - Certified Psychic-Medium-Healer,Psychics and Astrologers,40.751519,-73.980593,East Side,10016
British Academy Of Film Television Artsnew York New York,Arts and Entertainment,40.746291,-73.982397,East Side,10016
Personnel Touch,Art Gallery,40.751869,-73.979645,East Side,10017
Arcieri & Assoc,Arts and Entertainment,40.751144,-73.981692,East Side,10016
United Restaurant & Tavern,Arts and Entertainment,40.752381,-73.978661,East Side,10165
ER Bar & Lounge,Night Club,40.744456,-73.97643,East Side,10016
NYU Psychic Love Healer,Psychics and Astrologers,40.744403,-73.976384,East Side,10016
Sasha Graham Tarot Diva,Psychics and Astrologers,40.745795,-73.982771,East Side,10016
Madam Tussauds NYC,Arts and Entertainment,40.752034,-73.981463,East Side,10016
Lion Heart Autographs,Art Gallery,40.746668,-73.972907,East Side,10016
Atlantic Theater Company,Movie Theater,40.743939,-74.001521,Chelsea,10011
Tao Downtown,Night Club,40.742413,-74.004038,Chelsea,10011
Joyce Theater,Concert Hall,40.742829,-74.000648,Chelsea,10011
David Zwirner Gallery,Art Gallery,40.745736,-74.006833,Chelsea,10011
SVA Theatre,Movie Theater,40.746036,-73.99977,Chelsea,10011
David Zwirner Gallery,Art Gallery,40.746635,-74.007329,Chelsea,10011
PHD Rooftop Lounge at Dream Downtown,Night Club,40.742212,-74.003506,Chelsea,10011
Gagosian Gallery 21,Art Gallery,40.746838,-74.006587,Chelsea,10011
Purple Passion/DV8,Strip Club,40.742591,-73.997494,Chelsea,10011
Jack Shainman Gallery,Art Gallery,40.746242,-74.006111,Chelsea,10011
Taglialatella Galleries,Art Gallery,40.748186,-74.004048,Chelsea,10011
Cinépolis Luxury Cinemas,Movie Theater,40.744896,-73.998065,Chelsea,10011
Lisson Gallery,Art Gallery,40.748344,-74.004185,Chelsea,10011
Dia:Chelsea,Art Gallery,40.747859,-74.006175,Chelsea,10011
Chelsea Music Hall,Arts and Entertainment,40.742002,-74.005288,Chelsea,10011
Paula Cooper Gallery,Art Gallery,40.747058,-74.006841,Chelsea,10011
ARTECHOUSE New York,Arts and Entertainment,40.74251,-74.006443,Chelsea,10011
Chisholm Larsson Gallery,Art Gallery,40.741896,-74.001208,Chelsea,10011
Barracuda Bar,Night Club,40.74446,-73.998223,Chelsea,10011
Bruce Silverstein Gallery,Art Gallery,40.746599,-74.006867,Chelsea,10011
Michael Rosenfeld Gallery,Art Gallery,40.746144,-74.007723,Chelsea,10011
Museum Of Illu,Museum,40.739639,-74.00288,Chelsea,10014
Artworks & Projects,Art Gallery,40.747861,-74.006088,Chelsea,10011
Atlantic Stage 2,Music Venue,40.741421,-74.002819,Chelsea,10011
The D Lounge,Music Venue,40.740684,-74.002179,Chelsea,10011
The Dime,Night Club,40.74112,-74.003986,Chelsea,10011
Say Something Bunny,Music Venue,40.746297,-74.006069,Chelsea,10011
Penton,Arts and Entertainment,40.741438,-74.000243,Chelsea,10011
Slag Gallery,Art Gallery,40.745459,-74.007128,Chelsea,10011
Kathryn Markel Fine Arts,Art Gallery,40.746599,-74.006867,Chelsea,10011
Victori+mo Contemporary,Art Gallery,40.743875,-73.997894,Chelsea,10011
International Cinematograph,Movie Theater,40.739989,-74.001933,Chelsea,10011
Carolina Nitsch Project Room,Art Gallery,40.747583,-74.006382,Chelsea,10011
Under The High Line,Theater,40.741557,-74.007759,Chelsea,10014
Tetkowski Studio,Arts and Entertainment,40.744452,-74.004468,Chelsea,10011
Linda Gross Theater,Theater,40.743989,-74.001654,Chelsea,10011
Astrology Connection,Psychics and Astrologers,40.743272,-74.000951,Chelsea,10011
New York Asian Escort,Strip Club,40.742681,-74.000161,Chelsea,10011
Beer Garden,Night Club,40.744979,-74.006891,Chelsea,10011
Hangman,Art Gallery,40.7416,-74.006189,Chelsea,10014
Herbert Arnot,Art Gallery,40.746445,-74.006556,Chelsea,10011
Collective Design Fair,Art Gallery,40.747534,-74.002231,Chelsea,10011
Dia Center For The Arts,Art Museum,40.747449,-74.005373,Chelsea,10011
Sperone Westwater,Art Gallery,40.740781,-74.00655,Chelsea,10014
Angelika Film Center,Indie Movie Theater,40.725934,-73.997055,Downtown,10012
Vesuvio Bakery,Arts and Entertainment,40.725918,-74.001595,Downtown,10012
The Up and Up,Night Club,40.729613,-74.000606,Downtown,10012
Comedy Cellar,Comedy Club,40.730155,-74.00054,Downtown,10012
Le Poisson Rouge,Rock Club,40.728389,-73.99999,Downtown,10012
Film Forum,Indie Movie Theater,40.728326,-74.00431,Downtown,10014
The New York Earth Room,Art Gallery,40.725856,-73.999934,Downtown,10012
IFC Center,Drive-in Theater,40.731185,-74.001536,Downtown,10014
Blue Note,Jazz and Blues Venue,40.730851,-74.000698,Downtown,10012
Madame X,Night Club,40.727202,-74.00003,Downtown,10012
NYU Skirball Center for the Performing Arts,Music Venue,40.729689,-73.997815,Downtown,10012
Soho Playhouse,Concert Hall,40.726436,-74.004385,Downtown,10013
S.O.B.'s,Music Venue,40.728467,-74.005057,Downtown,10014
HERE Arts Center,Concert Hall,40.725074,-74.004879,Downtown,10013
Screening Room At The Crosby Hotel,Indie Movie Theater,40.723067,-73.997335,Downtown,10012
DTR Modern Gallery,Art Gallery,40.72621,-74.000777,Downtown,10012
The Gym at Judson Memorial Church,Indie Theater,40.730222,-73.998253,Downtown,10012
Museum of Ice Cream,Museum,40.72376,-73.997668,Downtown,10012
Martin Lawrence Galleries,Art Gallery,40.726167,-74.000382,Downtown,10012
Opera Gallery,Art Gallery,40.723806,-73.99994,Downtown,10012
Kimmel Gallery Windows - Sustainability at NYU,Art Gallery,40.728904,-73.998919,Downtown,10012
Time Landscape,Arts and Entertainment,40.727151,-73.999897,Downtown,10012
Prince St Project Space,Art Gallery,40.725631,-74.000274,Downtown,10012
Drag Queen Bingo,Night Club,40.728332,-74.000119,Downtown,10012
White Circle Foundation,Art Gallery,40.72491,-74.000988,Downtown,10012
