Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Catholic Charities,Charity,40.839136,-73.843297,Unionport,10461
Westchester Avenue Center,Youth Organization,40.841545,-73.844128,Westchester,10461
Jewish Board-Family & Children,Preschool,40.839164,-73.844304,Westchester,10461
Church Evangelical Garifuna,Church,40.838634,-73.843935,Unionport,10461
Information About Craigslist,Organization,40.839571,-73.845282,Westchester,10461
City of New York,Elementary School,40.840551,-73.83871,Schuylerville,10461
Westchester Square Academy,Education,40.840077,-73.838212,Schuylerville,10461
Rent The Bronx,Property Management Office,40.842426,-73.845604,Westchester,10461
United Federation of Teachers,Organization,40.837434,-73.842273,Unionport,10461
"Matthew B. Aibel, LMSW",Public and Social Service,40.841159,-73.846564,Westchester,10461
Albert Einstein College of Medicine,College and University,40.841159,-73.846564,Westchester,10461
St Dominic's Church,Church,40.844333,-73.867903,Van Nest,10462
CMA Church,Church,40.843579,-73.869932,Van Nest,10460
Fdny Engine 90 Ladder 41,Fire Station,40.846466,-73.866887,Van Nest,10462
Our Lady of Solace Church,Church,40.845763,-73.864848,Van Nest,10462
Morris Park SDA Church,Church,40.845886,-73.862183,Morris Park,10462
Special patrolman benevolent association,Police Station,40.843445,-73.866776,Van Nest,10460
Idente Missionaries,Church,40.843757,-73.867225,Van Nest,10462
The Encounter Nyc,Church,40.843964,-73.867583,Van Nest,10462
Iglesia Cristiana Palabra Viva,Church,40.844854,-73.866565,Van Nest,10462
Soto David,Church,40.842818,-73.868022,Van Nest,10460
Van Nest Neighborhood Alliance,Non-Profit Organization,40.842176,-73.86737,Van Nest,10460
Bronx Substance Abuse,Addiction Treatment Center,40.844688,-73.864634,Van Nest,10462
Drug Rehab Bronx,Addiction Treatment Center,40.844688,-73.864634,Van Nest,10462
Van Nest Community Associates,Senior Citizen Service,40.845112,-73.867399,Van Nest,10462
MS Karen's A Plus Tutoring Center,Tutoring Service,40.845337,-73.866714,Van Nest,10462
Good News Ny Church,Church,40.845394,-73.866585,Van Nest,10462
Bronx Alcohol Intervention,Addiction Treatment Center,40.845149,-73.867714,Van Nest,10462
Danite Driving School,Driving School,40.844143,-73.86899,Van Nest,10460
Gospel Life Chapel,Church,40.845637,-73.865544,Van Nest,10462
Christ Jesus Baptist Church (Nahyah Food Pantry),Spiritual Center,40.845726,-73.866094,Van Nest,10462
Ark Destiny Worship Center Worldwide New York K.I.M,Spiritual Center,40.845786,-73.866031,Van Nest,10462
Botanica Organiza,Spiritual Center,40.846042,-73.866609,Van Nest,10462
AARP,Community and Government,40.845783,-73.868262,Van Nest,10462
Inwood House,Public and Social Service,40.846244,-73.867141,Van Nest,10462
Calvary Chapel of Agape,Church,40.845522,-73.863745,Van Nest,10462
New Direction Youth Ministry,Church,40.843579,-73.869932,Van Nest,10460
Rain Transitional Employment,Public and Social Service,40.845577,-73.863704,Van Nest,10462
Bronx Charter School For Excellence Parents Association,Education,40.84597,-73.86434,Van Nest,10462
Iglesia Biblica Evangelica Acm,Church,40.843524,-73.869974,Van Nest,10460
Iglesia Bíblica Evangélica - Evangelical Bible Church,Church,40.843524,-73.869974,Van Nest,10460
First Alliance Church,Church,40.843524,-73.869974,Van Nest,10460
Living Word Church,Church,40.84567,-73.862929,Van Nest,10462
St Martha's Church,Church,40.846867,-73.865558,Van Nest,10462
Ministerio Profetico Vision Celestial,Church,40.845705,-73.862921,Van Nest,10462
Goshen Pentecostal Church Iglesia Pentecostal Gosen,Church,40.841386,-73.869589,Van Nest,10460
Catholic Guardian Society,Church,40.846887,-73.86734,Van Nest,10462
Communications Workers of America Local 1105,Organization,40.847339,-73.866569,Van Nest,10462
Muslim American Society of Upper New York,Spiritual Center,40.847339,-73.866569,Van Nest,10462
Rain Home Attendant,Senior Citizen Service,40.84615,-73.862412,Van Nest,10462
Rain,Public and Social Service,40.846203,-73.862457,Van Nest,10462
Rain East Tremont Senior Center,Senior Citizen Service,40.846153,-73.862324,Van Nest,10462
Regional Aid For Interim Needs,Public and Social Service,40.846153,-73.862324,Van Nest,10462
Michael's Violin Lessons,Music School,40.846364,-73.862507,Van Nest,10462
The Commercial Drivers License School,Art School,40.847642,-73.867368,Bronxdale,10462
Unidos En Cristo,Church,40.842296,-73.871504,Park Stratton,10460
Project Pawn Bronx,Education,40.840644,-73.862298,Parkchester,10462
Van Nest Full Gospel Church,Spiritual Center,40.847974,-73.864973,Van Nest,10462
United States Postal Service,Post Office,40.850424,-73.851714,Pelham Parkway,10461
United Reformed Church of Williamsbridge,Church,40.847502,-73.849814,Westchester,10461
St Francis Xavier School,Elementary School,40.848353,-73.852427,Pelham Parkway,10461
St Francis Xavier Church,Church,40.847906,-73.853023,Pelham Parkway,10461
Our Saviour Lutheran School,Church,40.850123,-73.850828,Westchester,10461
Vestibule - 1803 Haight Avenue,Residential Building,40.849617,-73.853698,Pelham Parkway,10461
En Foco,Non-Profit Organization,40.848632,-73.854187,Pelham Parkway,10461
Huntington Learning Center,Tutoring Service,40.850369,-73.851756,Pelham Parkway,10461
Ferkauf Graduate School of Psychology,College Academic Building,40.851055,-73.850293,Pelham Parkway,10461
Mazer Cafeteria,College Cafeteria,40.849581,-73.846695,Westchester,10461
Leake & Watts Services,Public and Social Service,40.844977,-73.847184,Westchester,10461
420 Multi Service,Organization,40.84882,-73.855245,Van Nest,10461
FDNY Squad 61 - The Bronx,Fire Station,40.845053,-73.846355,Westchester,10461
Westchester United Methodist Church,Church,40.843375,-73.84857,Westchester,10461
Bronx Community Board 11,Government Department / Agency,40.847714,-73.856255,Van Nest,10462
Sister-The Renewal Franciscan,Spiritual Center,40.847857,-73.851957,Pelham Parkway,10461
Archdiocese of New York,Church,40.848009,-73.853202,Pelham Parkway,10461
General Conference Of Seventh-Day Adventists,Spiritual Center,40.850083,-73.850734,Westchester,10461
Love & Learn Daycare,Child Care Service,40.844938,-73.850815,Westchester Square,10461
AARP,Community and Government,40.849311,-73.852987,Pelham Parkway,10461
Chabad of The Medical Communitiesinc,Community and Government,40.850032,-73.848068,Westchester,10461
Seagull Institute of Driving,Driving School,40.850697,-73.85197,Pelham Parkway,10461
Yeshiva University Ferkauf,College and University,40.850998,-73.850422,Pelham Parkway,10461
Bronx Fire Department,Fire Station,40.845103,-73.846489,Westchester,10461
New York City,Community and Government,40.844945,-73.846351,Westchester,10461
Powerhouse St Luke Church of God In Christ,Church,40.848814,-73.855507,Van Nest,10462
Center Light Health System,Public and Social Service,40.847031,-73.845027,Westchester,10461
New Apostolic Church USA,Church,40.844009,-73.853319,Parkchester,10462
"Morice, Karen Dr - Montefiore Medical Center Outpatient Rehabilitation Service",Rehabilitation Center,40.845948,-73.845163,Westchester,10461
New York Public Library,Library,40.854346,-73.887923,Belmont,10458
United States Postal Service,Post Office,40.854607,-73.886182,Belmont,10458
Our Lady Mt Carmel School,Elementary School,40.858431,-73.888688,Belmont,10458
Harry H Gordon School,Primary and Secondary School,40.858431,-73.888688,Belmont,10458
Madison Square Boys'& Girls'club,Youth Organization,40.858564,-73.88773,Belmont,10458
Thomas C Giordano Middleschool 45,High School,40.858155,-73.886839,Belmont,10458
Lorillard Towers,Residential Building,40.858984,-73.884068,Belmont,10458
Is 254,Middle School,40.858829,-73.890016,Belmont,10458
St John The Baptist Church,Church,40.856694,-73.889125,Belmont,10458
Fordham Leadership Academy,High School,40.859795,-73.888169,Belmont,10458
Bronx High School Of Law,High School,40.859626,-73.888469,Belmont,10458
West Bronx Academy for the Future,High School,40.859681,-73.888428,Belmont,10458
Bronx High School for Law and Community Service,High School,40.859795,-73.888169,Belmont,10458
Our Lady of Mount Carmel Roman Catholic Church,Church,40.855305,-73.886339,Belmont,10458
Our Lady Mt Carmel Church,Church,40.855167,-73.886465,Belmont,10458
Murray Weigel Hall,Retirement Home,40.860138,-73.887482,Belmont,10458
Belmont Apartments,Fraternity House,40.857193,-73.884396,Belmont,10458
Fordham Finlay Hall,College Residence Hall,40.86022,-73.88639,Belmont,10458
Human Rights Division,Government Department / Agency,40.860101,-73.888881,Belmont,10458
NYCHA ATAD Office,Government Building,40.860287,-73.890026,Belmont,10458
Animal Care Centers of NYC,Animal Shelter,40.860459,-73.889639,Belmont,10458
1 Fordham Plaza NYCDOE ISC,College and University,40.860443,-73.890251,Belmont,10458
Walsh Hall,College Residence Hall,40.859866,-73.885458,Belmont,10458
Consolidated Edison of New York - Van Nest,Government Building,40.860496,-73.890297,Belmont,10462
John Mulcahy Hall,College Academic Building,40.859751,-73.884898,Belmont,10458
Office of Undergraduate Admissions,College Administrative Building,40.860916,-73.886635,Belmont,10458
Duane Library,College Academic Building,40.861272,-73.88748,Belmont,10458
United States Postal Service,Post Office,40.858758,-73.89067,Belmont,10458
Grace Hoadley Dodge Vocational High School,College Technology Building,40.855656,-73.883245,Belmont,10458
Independence Care System,Non-Profit Organization,40.861169,-73.891416,Belmont,10458
Dealy Hall,College Academic Building,40.861309,-73.886081,Belmont,10458
Irish Women Writers Symposium at Fordham University,College Academic Building,40.860889,-73.8918,Belmont,10458
Martyr's Lawn,College Quad,40.859929,-73.887211,Belmont,10458
Catholic Charities,Charity,40.858403,-73.888699,Belmont,10458
Cyo,Church,40.858431,-73.888688,Belmont,10458
Archdiocese of New York,Spiritual Center,40.858431,-73.888688,Belmont,10458
Bronx Clubhouse Columbus,Youth Organization,40.858564,-73.88773,Belmont,10458
Community Association Of Progressive Dominican,Organization,40.858668,-73.889966,Belmont,10458
Ny City Junior High School Bronx,Education,40.858831,-73.889928,Belmont,10458
Fordham University,College and University,40.856127,-73.885888,Belmont,10458
For My People Empowerment,Public and Social Service,40.855046,-73.89005,Mount Hope,10458
Bronx Engineering Technology Academy High School Bronx,Elementary School,40.859848,-73.888215,Belmont,10458
Balkn American Community Center of NY,Organization,40.857565,-73.884628,Belmont,10458
Belmont Library and Enrico Fermi Cultural Center,Library,40.854403,-73.887794,Belmont,10458
Belmont Branch New York Public Library,Library,40.854348,-73.887836,Belmont,10458
University of the Streets,Non-Profit Organization,40.854591,-73.886794,Belmont,10458
Women In Action For Prayer,Church,40.854607,-73.886182,Belmont,10458
Bronx School District 10,High School,40.860051,-73.890805,Belmont,10458
Aps,Charity,40.860051,-73.890805,Belmont,10458
St Dominics Home Bronx,Public and Social Service,40.860104,-73.890851,Belmont,10458
United States Postal Service,Post Office,40.878594,-73.917159,Marble Hill,10463
Yearling Nursery School,Nursery School,40.880147,-73.915641,Marble Hill,10463
The Congressional,Residential Building,40.879807,-73.916241,Marble Hill,10463
601 Kappock Owners,Organization,40.879049,-73.9163,Marble Hill,10463
RSS - Riverdale Senior Services,Community and Government,40.878652,-73.914971,Marble Hill,10463
River Point Towers Co-Op,Property Management Office,40.878114,-73.916922,Marble Hill,10463
Villa Charlotte Bronte,Property Management Office,40.880831,-73.922499,Spuyten Duyvil,10463
Riverpointe,Residential Building,40.87731,-73.918731,Marble Hill,10463
Bright Horizons at Riverdale,Community and Government,40.885294,-73.915178,Spuyten Duyvil,10463
The Raymont,Residential Building,40.880088,-73.911741,Marble Hill,10463
2600 Condominium,Property Management Office,40.880699,-73.917282,Marble Hill,10463
Schervier Housing Development,Retirement Home,40.882847,-73.917801,Spuyten Duyvil,10463
Congressional Owners,Charity,40.879695,-73.916412,Marble Hill,10463
Bon Secours New York Health System,Non-Profit Organization,40.883196,-73.918909,Riverdale,10463
Lapa-Laurence A Pagnoni & Assc,Organization,40.879104,-73.916258,Marble Hill,10463
Edgehill Church At Spuyten Duyvil,Church,40.880292,-73.92042,Spuyten Duyvil,10463
Ahrc,Public and Social Service,40.884381,-73.916983,Spuyten Duyvil,10463
Knolls Coop Sec No,Education,40.878417,-73.917721,Marble Hill,10463
Columbia University,College and University,40.878709,-73.914842,Marble Hill,10463
Olnick Organization,Real Estate Agency,40.878712,-73.914754,Marble Hill,10463
Gbm Book Club,Organization,40.878654,-73.914884,Marble Hill,10463
Our Lady Of Consolation Residence,Church,40.88307,-73.91343,Marble Hill,10463
Kinneret Day School,Elementary School,40.878659,-73.914709,Marble Hill,10463
Ha-Ulpan at Machon Avi,Education,40.878601,-73.914838,Marble Hill,10463
River Terrace Apartments,Residential Building,40.882483,-73.921335,Spuyten Duyvil,10463
Eisland Strategies,Community and Government,40.878498,-73.914659,Marble Hill,10463
Edgehill Montessori Daycare,Preschool,40.879562,-73.913254,Marble Hill,10463
Insidedigs,Residential Building,40.878503,-73.914484,Marble Hill,10463
Jeanai La Vita,Music School,40.881874,-73.921881,Spuyten Duyvil,10463
Jewish Center Hebrew Riverdale,Primary and Secondary School,40.882286,-73.912393,Marble Hill,10463
Gays With Kids,Organization,40.883676,-73.912971,Marble Hill,10463
United Cerebral Palsy,Public and Social Service,40.88058,-73.91154,Marble Hill,10463
Riverdale YM-YWHA,Child Care Service,40.905096,-73.908257,Fieldston,10471
United States Postal Service,Post Office,40.907745,-73.904106,Fieldston,10471
St Margaret of Cortona Church,Church,40.908793,-73.903313,Fildston,10471
Young Israel of North Riverdale-Yonkers,Synagogue,40.908943,-73.9038,Fildston,10471
SAR High School,High School,40.907412,-73.904444,Fieldston,10471
St Margaret of Cortona School,Private School,40.908207,-73.902984,Fildston,10471
Skyview on The Hudson,Residential Building,40.907752,-73.905903,Fieldston,10471
Skyview on The Hudson,Residential Building,40.906985,-73.906312,Fieldston,10471
Bronx Community Boards,Government Department / Agency,40.906127,-73.903958,Fieldston,10471
Alumnae Hall,College Residence Hall,40.911507,-73.907008,Fildston,10471
Mastronardi Hall,College Residence Hall,40.911661,-73.907321,Fildston,10471
Elizabeth Seton Library,Library,40.911898,-73.906541,Fildston,10471
Spellman Cafeteria,College Cafeteria,40.911261,-73.908138,Fildston,10471
Els Language Center,Language School,40.912651,-73.902762,Fildston,10471
The Hebrew Home at Riverdale by RiverSpring Living,Retirement Home,40.910043,-73.909232,Fildston,10471
Hudson Heights Dining,College Cafeteria,40.911312,-73.908272,Fildston,10471
Spellman Hall,College Residence Hall,40.911645,-73.907934,Fildston,10471
Advocates For Services For the Blind,Public and Social Service,40.912169,-73.902387,Fildston,10471
