,Venue,Category,Latitude_x,Longitude_x,Neighborhood,ZIP,Borough,Longitude_y,Latitude_y
977,Hear Me Speak,Other Healthcare Professional,40.620966,-74.023241,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
978,Alexander Ivlev A Hypnotist,Alternative Medicine Clinic,40.620631,-74.023663,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
979,Oriental Tranquility Acupuncture Center,Acupuncture Clinic,40.620383,-74.024873,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
980,Fort Hamilton Chiropractic,Chiropractor,40.616492,-74.031207,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
981,Hamilton Podiatry,Podiatrist,40.618058,-74.031052,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
982,Suny Downstate Of Bayridge,Medical Center,40.617312,-74.028801,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
983,Bay Ridge Holistic Healthcare,Chiropractor,40.617982,-74.029917,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
984,Dr's Office,Doctor's Office,40.617979,-74.030004,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
985,Dental Center,Dentist,40.618276,-74.032934,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
986,Dr John Kehoe Breast Center,Doctor's Office,40.617982,-74.029917,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
987,Simonelli Anita-Brooklyn Women's Service,Health and Medicine,40.617879,-74.029738,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
988,Fifth Avenue Veterinary Hospital,Veterinarian,40.618599,-74.029027,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
989,Medical Arts Building,Doctor's Office,40.618797,-74.029644,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
990,"JOSEPH VITIELLO, MD – Maimonides Medical Center",Doctor's Office,40.618797,-74.029644,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
991,Halitosis Doctor,Dentist,40.616547,-74.031166,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
992,Fresh Breath Center,Dentist,40.616599,-74.031212,Bay Ridge,11209,Brooklyn,-74.03062069353813,40.625801065010656
993,"Varano, Rosemarie Dr Varano and Varano DDS Office",Dentist,40.612209,-73.99676,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
994,Bensonhurst Dental Care,Dentist,40.609395,-73.997259,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
995,Millennium Medical Services,Physician,40.613909,-73.995651,Bath Beach,11204,Brooklyn,-73.99875221443519,40.59951870282238
996,Pediatric Dental Center,Dentist,40.608623,-73.997925,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
997,Magic Hands Physical Therapy,Physical Therapy Clinic,40.608199,-73.997647,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
998,Maimonides Children's Medical Center,Health and Medicine,40.609254,-74.000433,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
999,Brooklyn Family Medical Assocs,Physician,40.609254,-74.000433,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1000,Empire Psychiatric Services PC,Psychiatrist,40.611265,-73.997812,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1001,GSNY Home Care Services,Home Health Care Service,40.611265,-73.997812,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1002,Healing Treasures Acupuncture,Acupuncture Clinic,40.612578,-73.99708,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1003,Dr Daniel S. Rubinshtein,Dentist,40.609342,-73.997213,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1004,"Leaf Marc A MD - Leaf Marc, MD",Physician,40.608806,-73.997105,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1005,"Royzman & Poznyansky, DDS",Dentist,40.608623,-73.997925,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1006,Family Chiropractic,Chiropractor,40.608333,-73.998654,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1007,Orrin Orrin Lippoff Lippoff MD,Physician,40.60936,-74.000524,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1008,DDS,Health and Medicine,40.613855,-73.999612,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1009,Bath Animal Hospital,Veterinarian,40.599505,-73.998481,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1010,Tu's Dental,Dentist,40.599594,-73.999181,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1011,Seitai Community Acupuncture,Acupuncture Clinic,40.599022,-73.998418,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1012,Night & Day Medical,Health and Medicine,40.600856,-73.998316,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1013,Dr Gerstein,Dentist,40.599333,-73.996906,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1014,DeLoor Podiatry Associates,Podiatrist,40.601663,-73.994386,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1015,Global Podiatry of NY & NJ,Podiatrist,40.600551,-73.999654,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1016,JAG-ONE Physical Therapy,Physical Therapy Clinic,40.59961,-73.996613,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1017,Back To Health Physical & Occupational Therapy,Mental Health Service,40.599723,-73.996443,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1018,Sephardic Home For The Aged,Nursing Home,40.595979,-73.997471,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1019,King David Center for Nursing and Rehabilitation,Nursing Home,40.596134,-73.997695,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1020,Bath Avenue Animal Clinic,Veterinarian,40.601892,-74.001797,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1021,4 Legged Friends,Veterinarian,40.601885,-74.002058,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1022,Nelson Perez,Dentist,40.600186,-74.003166,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1023,Gastroenterology Care,Physician,40.601549,-73.994642,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1024,Quest Diagnostics,Health and Medicine,40.601924,-73.994701,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1025,Sephardic Nursing Rehab,Medical Center,40.596031,-73.997516,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1026,Bensonhurst Family Vision,Optometrist,40.6024,-73.995024,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1027,Brooklyn Dental PC,Dentist,40.602501,-73.995289,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1028,"Jane Yang Dental, PC",Dentist,40.601515,-73.993901,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1029,All Medical Care,Medical Center,40.601608,-73.994427,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1030,Yong Kang Medical,Medical Center,40.603766,-73.99733,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1031,86 Pharmacy,Health and Medicine,40.603897,-73.997391,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1032,Luvr Diagnostic Services,Health and Medicine,40.599022,-73.998418,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1033,Global Medical Institutes,Psychiatrist,40.600061,-73.999852,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1034,Grand Rehab Physical Therapy,Physical Therapy Clinic,40.600551,-73.999654,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1035,Losyev Sergey Dr Back To Health Physical Therapy Brooklyn,Podiatrist,40.600551,-73.999654,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1036,Back To Health Pt,Physical Therapy Clinic,40.600573,-73.999766,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1037,Pier 17 Professional Medical Management,Health and Medicine,40.598449,-73.997742,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1038,"Thomas Stanislawski, DPT",Physical Therapy Clinic,40.600601,-73.999786,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1039,Prolife Home Care,Home Health Care Service,40.599714,-73.99657,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1040,Metro True Care Medical PC,Physician,40.600159,-73.996099,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1041,Herniated Disk,Health and Medicine,40.600158,-73.996097,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1042,VP Physical Therapy,Physical Therapy Clinic,40.598885,-74.001504,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1043,Bath Medical Plaza,Physician,40.601323,-74.000947,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1044,W8MD Insurance Medical Weight Loss Center Of New York City,Health and Medicine,40.601424,-74.001212,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1045,Dr Isaac Tabari,Podiatrist,40.602797,-73.996259,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1046,Bensonhurst Family Dental Center,Dentist,40.601553,-73.994468,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1047,"Albert E Faber, DDS",Dentist,40.601608,-73.994427,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1048,Podiatrybrooklyn.com,Podiatrist,40.602804,-73.995998,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1049,Schneider Children's Hospital Consulation Center At Bensenhurst,Hospital,40.601608,-73.994427,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1050,"Rony Mashihi, DDS",Dentist,40.602501,-73.995289,Bath Beach,11214,Brooklyn,-73.99875221443519,40.59951870282238
1051,My Eye Doctor,Optometrist,40.613754,-73.995427,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1052,Bensonhurst Veterinary Care,Veterinarian,40.611158,-73.991841,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1053,Sensory Tree,Physical Therapy Clinic,40.611218,-73.991626,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1054,Janlian Medical Group,Healthcare Clinic,40.614698,-73.994376,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1055,JianLian Medical Office,Doctor's Office,40.614645,-73.99433,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1056,Chinatown Global Pediatrics PC,Physician,40.614897,-73.994993,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1057,ProHealth,Doctor's Office,40.615346,-73.994314,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1058,All Heart Dental 全心牙科診所- 許皓偉,Dentist,40.61262,-73.989687,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1059,Physical Therapy Research Institute,Physical Therapy Clinic,40.608851,-73.993493,Bensonhurst,11214,Brooklyn,-73.99517998380729,40.61100890202044
1060,1stChoice Occupational Therapy,Physical Therapy Clinic,40.608798,-73.993447,Bensonhurst,11214,Brooklyn,-73.99517998380729,40.61100890202044
1061,Quality Care Physical Therapy and Acpuncture,Physical Therapy Clinic,40.614645,-73.99433,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1062,All Heart Dental,Dentist,40.612511,-73.98963,Bensonhurst,11204,Brooklyn,-73.99517998380729,40.61100890202044
1063,Eye D Vision,Optometrist,40.645198,-74.009958,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1064,CityMD Sunset Park Urgent Care - Brooklyn,Health and Medicine,40.644846,-74.01099,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1065,Eye Doctors,Optometrist,40.645959,-74.009726,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1066,Sunset Terrace Family Health Center,Mental Health Service,40.645214,-74.009348,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1067,Paskowski & Weitz Optometry - Sunset Park Eye Doctors,Optometrist,40.646069,-74.009644,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1068,Health Plus,Physician,40.646236,-74.009432,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1069,"Dental Specialists of New York, PC",Dentist,40.646289,-74.009478,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1070,ModernMD Urgent Care,Urgent Care Center,40.644067,-74.011918,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1071,"Tsai, Christina Nyu Langone Brooklyn 7th Avenue Family Health Clinic",Doctor's Office,40.642331,-74.006401,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1072,Marien-Heim Senior Center,Assisted Living Service,40.649339,-74.010253,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1073,Rehab 1 One,Physical Therapy Clinic,40.646232,-74.01549,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1074,Optima Dental,Dentist,40.641626,-74.006591,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1075,Total Wireless Store,Optometrist,40.644852,-74.011007,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1076,Lutheran Family Health Center,Healthcare Clinic,40.645267,-74.009394,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1077,Lutheran Medical Center,Psychiatrist,40.645267,-74.009394,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1078,Sunset Park Mental Health Center,Hospital,40.645214,-74.009348,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1079,Sunset Orthodontics,Dentist,40.646339,-74.009611,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1080,Shah Virendra,Dentist,40.64714,-74.007899,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1081,NYU Lutheran Family Health Centers Brooklyn-Chinese,Obstetrician Gynecologist (Ob-gyn),40.642334,-74.006314,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1082,Lutheran Medical Center,Medical Center,40.642446,-74.006144,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1083,Sunset Park Senior Citizens,Assisted Living Service,40.649289,-74.01012,Sunset Park,11220,Brooklyn,-74.01031618527784,40.64510294925429
1084,Maha Rose,Acupuncture Clinic,40.733633,-73.957582,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1085,Optical Warehouse Outlet,Optometrist,40.727032,-73.952307,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1086,"William J Lossef, DDS",Dentist,40.73006,-73.954039,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1087,Greenpoint Eye Care - Dr. Michael Kiselow,Ophthalmologist,40.730479,-73.954518,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1088,Quest Diagnostics,Health and Medicine,40.730331,-73.954006,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1089,Pro Health Care Associates,Health and Medicine,40.729855,-73.955647,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1090,CryoBodyBK - Brooklyn Cryotherapy Spa,Health and Medicine,40.73039,-73.95379,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1091,Greenpoint Community Health Center,Family Medicine Doctor,40.729622,-73.954284,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1092,Beth Israel Medical Center,Physician,40.729975,-73.955215,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1093,Greenpoint Chiropractic,Chiropractor,40.729865,-73.955298,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1094,Greenpoint Avenue Medical Office,Doctor's Office,40.729966,-73.955406,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1095,North Brooklyn Dental Care,Dentist,40.73103,-73.954076,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1096,Manhattan Medical,Internal Medicine Doctor,40.731241,-73.954259,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1097,NYU Langone Medical Associates - Greenpoint,Health and Medicine,40.731235,-73.954296,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1098,Total Health Care,Doctor's Office,40.729855,-73.955647,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1099,Greenpoint Medical Dental,Dentist,40.729996,-73.95443,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1100,Eurodental Studio,Dentist,40.731387,-73.954832,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1101,Manhattan Avenue Family Dental,Dentist,40.731711,-73.954845,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1102,The Dermatology Specialists - Greenpoint,Dermatologist,40.729896,-73.956128,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1103,ProHEALTH Urgent Care of Greenpoint,Urgent Care Center,40.728503,-73.953761,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1104,Greenpoint Vet Care,Veterinarian,40.729689,-73.95131,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1105,Dr Lesicka,Doctor's Office,40.728878,-73.951854,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1106,LabQ Mobile Testing Greenpoint,Medical Center,40.732655,-73.95472,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1107,CityMD Greenpoint Urgent Care - Brooklyn,Health and Medicine,40.727655,-73.953204,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1108,Ear Nose & Throat Associates,Physician,40.733286,-73.954425,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1109,Fresh Pond Physical Therapy,Physical Therapy Clinic,40.733382,-73.955021,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1110,Worksong Chinese Medicine,Acupuncture Clinic,40.727502,-73.956909,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1111,Greenpoint Diagnostic Imaging,Radiologist,40.733876,-73.954579,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1112,Brooklyn City Dental,Dentist,40.726285,-73.952496,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1113,Greenpoint Vision Care,Ophthalmologist,40.726165,-73.952449,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1114,New York Methodist Hospital,Physician,40.730115,-73.953998,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1115,North Brooklyn Individual Therapy,Mental Health Clinic,40.73007,-73.954027,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1116,Mercy Home For Children,Home Health Care Service,40.729581,-73.953802,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
1117,Gaweda Oskar MD - Green Point Chiropractic,Healthcare Clinic,40.729869,-73.955123,Greenpoint,11222,Brooklyn,-73.95424093127393,40.7302009848647
